queryID, subjectID
contig35566,AT1G75420
contig35567,AT5G01750
contig35568,AT5G01750
contig35569,AT5G01750
contig35570,AT5G01750
contig35571,AT5G01750
contig35572,AT4G32160
contig35573,AT4G32160
contig35581,AT1G60500
contig35582,AT1G60500
contig35583,AT5G45380
contig35584,AT5G45380
contig35585,ATCG00170
contig35586,ATCG00480
contig35587,ATCG00470
contig35588,ATCG00480
contig35589,ATCG00470
contig35590,ATCG00480
contig35591,ATCG00470
contig35592,ATCG00470
contig35593,AT3G48500
contig35594,AT3G48500
contig35595,AT3G48500
contig35596,AT3G48500
contig35597,AT3G15460
contig35598,AT2G47830
contig356,AT1G14690
contig3560,AT4G36040
contig35600,AT5G58470
contig35601,AT5G58470
contig35602,AT4G32600
contig35603,AT4G32600
contig35605,AT4G32600
contig35606,AT4G34610
contig35607,AT4G34610
contig35608,AT4G34610
contig35609,AT4G34610
contig3561,AT4G10760
contig35610,AT4G34610
contig35611,AT4G34610
contig35612,AT4G34610
contig35613,AT4G34610
contig35614,AT4G34610
contig35615,AT4G34610
contig35616,AT4G34610
contig35617,AT5G51740
contig35619,AT2G43340
contig3562,AT4G10760
contig35620,AT2G43340
contig35621,AT2G31560
contig35622,AT2G31560
contig35623,AT2G31560
contig35624,AT2G31560
contig35629,AT2G17260
contig3563,AT4G10760
contig35630,AT2G32810
contig35631,AT2G32810
contig35632,AT2G32810
contig35633,AT2G32810
contig35634,AT2G32810
contig35635,AT2G32810
contig35636,AT2G32810
contig35637,AT2G32810
contig35638,AT3G01670
contig3564,AT2G30700
contig35646,AT1G12360
contig35647,AT1G12360
contig35648,AT1G12360
contig35649,AT1G12360
contig3565,AT2G30700
contig35650,AT1G12360
contig35652,AT1G12360
contig35653,AT4G12120
contig35654,AT1G12360
contig3566,AT4G14147
contig35672,AT4G27130
contig35673,AT1G54290
contig35674,AT4G27130
contig35676,AT1G08220
contig35677,AT1G08220
contig35678,AT1G08220
contig35679,AT1G08220
contig3568,AT2G30700
contig35685,AT3G56940
contig35686,AT3G56940
contig35687,AT3G56940
contig35688,AT3G56940
contig35692,AT3G47570
contig35693,AT3G47570
contig35694,AT4G08810
contig35695,AT4G08810
contig35696,AT4G08810
contig35697,AT1G21760
contig35698,AT1G21760
contig35699,AT1G21760
contig3570,AT4G14147
contig35700,AT1G21760
contig35701,AT1G21760
contig35702,AT1G21760
contig35703,AT1G21760
contig35704,AT1G21760
contig35705,AT2G45240
contig35706,AT2G45240
contig35707,AT2G30110
contig35708,AT2G30110
contig3571,AT4G14147
contig35712,AT4G38680
contig35714,AT4G38680
contig35716,AT4G38680
contig35718,AT2G36130
contig35719,AT2G36130
contig3572,AT2G30700
contig35720,AT4G21065
contig35723,AT5G48910
contig35724,AT4G12432
contig35725,AT4G12432
contig35726,AT4G12432
contig35727,AT5G51460
contig35728,AT4G12432
contig35729,AT4G12432
contig35730,AT5G51460
contig35731,AT4G12432
contig35732,AT4G12432
contig35733,AT2G23810
contig35734,AT2G23810
contig35735,AT2G23810
contig35736,AT1G01550
contig35737,AT1G01550
contig35739,AT1G01550
contig3574,AT2G30700
contig35740,AT1G01550
contig35745,AT1G69410
contig35746,AT1G69410
contig35749,AT4G09820
contig3576,AT4G38130
contig35761,AT1G07920
contig35763,AT1G07920
contig35764,AT5G55560
contig35765,AT5G55560
contig35767,AT4G04290
contig35769,AT4G04290
contig35771,AT2G23330
contig35773,AT4G22040
contig35774,AT2G24660
contig35775,AT1G71270
contig35776,AT1G71270
contig35777,AT1G58280
contig35778,AT1G58280
contig35779,AT1G58280
contig3578,AT4G38130
contig35780,AT1G58280
contig35783,AT3G06145
contig35784,AT3G06145
contig35786,AT3G06145
contig35787,AT3G06145
contig3579,AT1G38167
contig35791,AT1G65580
contig35792,AT1G65580
contig35795,AT1G70782
contig35797,AT5G08690
contig35798,AT5G08690
contig35799,AT5G08680
contig358,AT1G21480
contig3580,AT4G38130
contig35800,AT5G08690
contig35801,AT5G08690
contig35802,AT5G08690
contig35803,AT5G08680
contig35804,AT5G08680
contig35805,AT5G08690
contig35806,AT5G08680
contig35807,AT5G08680
contig35808,AT5G08690
contig35809,AT5G08690
contig3581,AT4G38130
contig35810,AT5G08680
contig35811,AT5G08690
contig35812,AT5G08680
contig35813,AT5G08690
contig35814,AT5G08690
contig35815,AT5G57345
contig35816,AT5G57345
contig35817,AT5G14250
contig35818,AT5G14250
contig35819,AT5G14250
contig3582,AT3G51550
contig35820,AT5G14250
contig35821,AT5G14250
contig35822,AT5G14250
contig35823,AT5G14250
contig35824,AT5G14250
contig35825,AT5G14250
contig35826,AT5G14250
contig35827,AT5G14250
contig35828,AT5G14250
contig35829,AT5G14250
contig3583,AT3G51550
contig35832,AT4G35360
contig35833,AT1G43890
contig35834,AT2G32810
contig35836,AT2G32810
contig35837,AT2G32810
contig35838,AT2G32810
contig35839,AT2G32810
contig3584,AT3G51550
contig35841,AT2G32810
contig35842,AT2G32810
contig35843,AT2G32810
contig35844,AT2G32810
contig35845,AT4G25290
contig35846,AT2G32810
contig35847,AT2G32810
contig35848,AT2G32810
contig35849,AT2G32810
contig3585,AT3G51550
contig35850,AT2G32810
contig35853,AT2G32810
contig35854,AT2G32810
contig35855,AT2G32810
contig35856,AT2G32810
contig35857,AT2G32810
contig35858,AT2G32810
contig3586,AT1G08490
contig35860,AT2G32810
contig35861,AT2G32810
contig35862,AT2G32810
contig35863,AT2G32810
contig35864,AT1G77280
contig35866,AT2G35410
contig35868,AT2G35410
contig35869,AT5G60600
contig3587,AT1G08490
contig35870,AT5G60600
contig35871,AT5G60600
contig35872,AT5G60600
contig35873,AT5G60600
contig35874,AT5G60600
contig35877,AT1G31930
contig35878,AT1G31930
contig35879,AT1G31930
contig3588,AT5G66600
contig35881,AT1G31930
contig35882,AT2G31800
contig35883,AT3G59830
contig35888,AT5G40840
contig35889,AT5G40840
contig3589,AT5G66600
contig35890,AT5G40840
contig35891,AT3G16910
contig35892,AT3G16910
contig35893,AT3G16910
contig35894,AT3G16910
contig35895,AT3G16910
contig35896,AT3G16910
contig35897,AT4G25970
contig35898,AT5G57190
contig35899,AT5G57190
contig359,AT1G21480
contig35900,AT4G25970
contig35901,AT5G57190
contig35902,AT4G25970
contig35903,AT4G25970
contig35905,AT4G25970
contig35907,AT4G33200
contig35908,AT4G33200
contig35909,AT1G07230
contig35913,AT3G03610
contig35914,AT3G03610
contig35915,AT1G10040
contig35916,AT1G10040
contig35917,AT3G46210
contig35918,AT3G46210
contig3592,AT5G12890
contig35920,AT4G15560
contig35921,AT4G15560
contig35925,AT5G10270
contig35926,AT5G10270
contig35927,AT5G64960
contig35928,AT5G10270
contig35930,AT5G10270
contig35931,AT5G47770
contig35932,AT5G47770
contig35933,AT4G17190
contig35934,AT4G17190
contig35935,AT4G17190
contig35936,AT5G47770
contig35937,AT5G47770
contig35938,AT5G47770
contig3594,AT4G31100
contig35941,AT3G15840
contig35942,AT3G15840
contig35943,AT3G15840
contig35944,AT3G15840
contig35945,AT3G15840
contig35946,AT3G15840
contig35948,AT3G15840
contig35949,AT3G15840
contig3595,AT1G21230
contig35950,AT3G15840
contig35951,AT3G15840
contig35952,AT3G15840
contig35953,AT3G15840
contig35954,AT3G15840
contig35955,AT3G15840
contig35958,AT3G15840
contig35959,AT3G15840
contig3596,AT4G30810
contig3597,AT4G30810
contig35970,AT5G18210
contig35971,AT4G13180
contig35972,AT2G39990
contig35973,AT2G39990
contig35974,AT2G39990
contig35975,AT2G39990
contig35976,AT2G39990
contig35977,AT2G39990
contig35978,AT2G39990
contig35979,AT1G03475
contig3598,AT4G30810
contig35980,AT1G03475
contig35981,AT1G03475
contig35982,AT1G03475
contig35983,AT1G03475
contig35984,AT1G03475
contig35985,AT1G03475
contig35986,AT1G03475
contig35987,AT1G03475
contig35988,AT1G03475
contig35989,AT1G03475
contig3599,AT2G19440
contig35990,AT1G03475
contig35991,AT1G03475
contig35992,AT1G03475
contig35994,AT1G03475
contig35995,AT1G03475
contig35996,AT1G03475
contig35997,AT1G03475
contig35998,AT1G03475
contig35999,AT1G03475
contig36,AT5G18830
contig36000,AT1G03475
contig36001,AT1G03475
contig36002,AT1G03475
contig36003,AT1G03475
contig36004,AT1G03475
contig36005,AT1G03475
contig36006,AT1G03475
contig36007,AT1G03475
contig36009,AT1G03475
contig3601,AT4G16490
contig36010,AT1G03475
contig36011,AT3G46980
contig36013,AT3G46980
contig36014,AT3G46980
contig36015,AT3G46980
contig36016,AT3G46980
contig36017,AT3G46980
contig36018,AT3G46980
contig3602,AT4G16490
contig36020,AT3G46980
contig36021,AT3G46980
contig36022,AT3G46980
contig36023,AT3G46980
contig36024,AT3G46980
contig36025,AT3G46980
contig36030,AT1G77550
contig36031,AT1G77550
contig36032,AT4G02080
contig36033,AT3G62560
contig36034,AT1G51730
contig36035,AT1G51730
contig36036,AT1G51730
contig36037,AT1G51730
contig36038,AT1G63690
contig36042,AT5G53460
contig36043,AT5G53460
contig36044,AT5G53460
contig36045,AT5G53460
contig36046,AT5G53460
contig36047,AT5G53460
contig36048,AT5G53460
contig36049,AT5G53460
contig3605,AT5G01270
contig36050,AT5G53460
contig36051,AT5G53460
contig36052,AT5G53460
contig36053,AT5G53460
contig36054,AT5G53460
contig36055,AT5G53460
contig36056,AT5G53460
contig36057,AT5G53460
contig36058,AT1G68490
contig3606,AT5G01270
contig36060,AT1G68560
contig36061,AT1G68560
contig36062,AT1G68560
contig36069,AT2G01720
contig3607,AT5G01270
contig36070,AT2G01720
contig36071,AT2G01720
contig36072,AT2G01720
contig36074,AT5G27830
contig36075,AT5G27830
contig36076,AT5G27830
contig36077,AT5G27830
contig36079,AT5G27830
contig3608,AT5G01270
contig36081,AT5G27830
contig36082,AT5G27830
contig36083,AT5G27830
contig36087,AT3G17465
contig36090,AT2G01890
contig36091,AT1G14700
contig36092,AT1G14700
contig36093,AT1G25230
contig36094,AT2G01890
contig36095,AT2G01890
contig36096,AT3G17790
contig36097,AT3G17790
contig36098,AT1G14700
contig36099,AT1G14700
contig36100,AT1G14700
contig36101,AT3G28730
contig36102,AT3G28730
contig36103,AT5G64400
contig36104,AT5G64400
contig36105,AT5G64400
contig36106,AT5G64400
contig36108,AT5G64400
contig36109,AT5G64400
contig36110,AT5G64400
contig36112,AT5G57350
contig36113,AT1G17260
contig36114,AT4G15840
contig36115,AT4G15840
contig36117,AT4G15840
contig36120,AT5G54140
contig36121,AT5G54140
contig36125,ATMG00285
contig36126,AT1G28220
contig36127,AT1G28220
contig36128,AT1G28220
contig36129,AT2G17930
contig36130,AT4G36080
contig36134,AT5G39900
contig36135,AT5G39900
contig36136,AT5G39900
contig36137,AT5G39900
contig36138,AT4G39050
contig36139,AT4G39050
contig36140,AT4G39050
contig36141,AT2G46820
contig36142,AT2G46820
contig36151,AT4G36945
contig36154,AT4G28030
contig36155,AT4G28030
contig36156,AT4G28030
contig36157,AT4G28030
contig36160,AT4G00110
contig36161,AT4G00110
contig36162,AT4G00110
contig36163,AT1G02000
contig36164,AT4G00110
contig36165,AT4G00110
contig36168,AT3G21770
contig36169,AT1G05260
contig36177,AT3G04460
contig36179,AT3G04460
contig36180,AT3G04460
contig36181,AT5G50720
contig36182,AT5G50720
contig36183,AT4G24960
contig36184,AT5G50720
contig36185,AT5G50720
contig36186,AT1G47128
contig36187,AT1G47128
contig36189,AT1G47128
contig3619,AT2G25920
contig36191,AT1G47128
contig36192,AT1G47128
contig36194,AT1G47128
contig36196,AT1G47128
contig36198,AT5G10930
contig36199,AT5G25110
contig36200,AT2G38710
contig36201,AT2G38710
contig36203,AT2G38710
contig36207,AT2G40080
contig3621,AT2G25920
contig36212,AT2G33860
contig36213,AT5G10050
contig36214,AT5G10050
contig36215,AT5G10050
contig36216,AT5G10050
contig36217,AT5G10050
contig36218,AT5G10050
contig36219,AT5G10050
contig3622,AT2G25920
contig36220,AT5G10050
contig36221,AT5G65205
contig36222,AT5G10050
contig36223,AT5G10050
contig36224,AT5G10050
contig36225,AT5G10050
contig36226,AT1G20810
contig36227,AT1G20810
contig36228,AT2G32970
contig36229,AT2G32970
contig3623,AT2G25920
contig36231,AT2G32970
contig36232,AT5G07830
contig36233,AT5G07830
contig36235,AT5G07830
contig36236,AT5G07830
contig36237,AT1G62990
contig36238,AT1G62990
contig36239,AT5G52640
contig3624,AT2G25920
contig36240,AT5G56030
contig36241,AT5G56030
contig36242,AT5G56010
contig36243,AT5G56010
contig36244,AT5G56030
contig36245,AT5G56030
contig36246,AT5G56030
contig36247,AT5G56030
contig36248,AT5G56030
contig36249,AT5G52640
contig3625,AT2G25920
contig36250,AT5G11750
contig36252,AT5G11750
contig36253,AT5G11750
contig36255,AT5G11750
contig36256,AT5G11750
contig36257,AT5G11750
contig3626,AT2G25920
contig36261,AT5G11750
contig36264,AT4G35250
contig36265,AT4G35250
contig36267,AT5G19820
contig36268,AT5G19820
contig36269,AT5G19820
contig3627,AT4G01090
contig36270,AT5G19820
contig36271,AT5G19820
contig36272,AT5G19820
contig36273,AT1G70650
contig36274,AT1G70650
contig36277,AT5G05670
contig36278,AT5G05670
contig3628,AT4G01090
contig36280,AT3G22190
contig36281,AT3G22190
contig36282,AT3G22190
contig36283,AT3G22190
contig36284,AT3G22190
contig36285,AT3G22190
contig36286,AT3G22190
contig36287,AT3G22190
contig36288,AT3G48360
contig36289,AT3G48360
contig3629,AT5G19550
contig36293,AT1G63610
contig36294,AT1G63610
contig36295,AT1G63610
contig36296,AT1G63610
contig36297,AT1G63610
contig36298,AT1G63610
contig3630,AT5G11520
contig36306,AT1G18170
contig36308,AT4G30960
contig36309,AT4G30960
contig3631,AT5G11520
contig36310,AT4G30960
contig36311,AT4G30960
contig36312,AT4G30960
contig36313,AT4G30960
contig36314,AT4G30960
contig36315,AT4G30960
contig36316,AT4G30960
contig36317,AT4G30960
contig36318,AT4G30960
contig36319,AT4G30960
contig3632,AT5G19550
contig36320,AT4G30960
contig36321,AT3G56170
contig36323,AT2G40410
contig36324,AT2G40410
contig36325,AT1G32440
contig36326,AT1G32440
contig36327,AT1G32440
contig3633,AT5G19550
contig36331,AT1G02910
contig36338,AT5G19740
contig3634,AT5G19550
contig3635,AT5G19550
contig36354,AT1G10310
contig36355,AT1G10310
contig36356,AT2G16460
contig36357,AT2G16460
contig36358,AT2G16460
contig36359,AT2G16460
contig3636,AT5G19550
contig36360,AT2G16460
contig36361,AT2G16460
contig36362,AT2G16460
contig36363,AT2G16460
contig36364,AT3G60880
contig3637,AT5G11520
contig36370,AT4G29520
contig36371,AT4G29520
contig36372,AT4G29520
contig36373,AT4G29520
contig36374,AT4G29520
contig36375,AT4G29520
contig36376,AT4G29520
contig36377,AT4G29520
contig36378,AT4G29520
contig36379,AT2G26430
contig3638,AT5G19550
contig36380,AT2G26430
contig36381,AT4G16780
contig36382,AT3G60390
contig36383,AT5G47840
contig36384,AT5G47840
contig36385,AT5G47840
contig36386,AT5G47840
contig36387,AT5G47840
contig36388,AT5G47840
contig36389,AT5G47840
contig3639,AT5G19550
contig36390,AT5G47840
contig36391,AT5G47840
contig36392,AT1G25570
contig36394,AT1G25570
contig36395,AT3G10405
contig36396,AT3G10405
contig36398,AT1G25570
contig36399,AT5G49900
contig3640,AT5G19550
contig36400,AT5G49900
contig36401,AT5G49900
contig36405,AT1G08960
contig36408,AT4G27490
contig36409,AT4G27490
contig3641,AT5G19550
contig36410,AT4G27490
contig36411,AT2G40060
contig36413,AT2G20760
contig36415,AT2G20760
contig36416,AT2G20760
contig36417,AT2G20760
contig36419,AT2G20760
contig3642,AT5G56180
contig36423,AT3G07910
contig36425,AT3G07910
contig36428,AT4G31390
contig36429,AT2G02090
contig3643,AT5G56180
contig36430,AT2G36330
contig36431,AT2G42520
contig36432,AT2G42520
contig36433,AT3G58570
contig36434,AT3G58570
contig36436,AT2G34250
contig36438,AT1G29310
contig36439,AT2G34250
contig3644,AT5G56180
contig36440,AT3G49640
contig36441,AT3G49640
contig36445,AT3G26618
contig3645,AT3G07750
contig36451,AT1G52540
contig36452,AT1G52540
contig36453,AT5G67540
contig36455,AT5G67540
contig36456,AT5G67540
contig3646,AT3G07750
contig36460,AT3G45050
contig36462,AT3G45050
contig36463,AT3G45050
contig36464,AT3G45050
contig36465,AT3G45050
contig36466,AT3G45050
contig36467,AT3G45050
contig36468,AT3G45050
contig36470,AT3G45050
contig36471,AT3G45050
contig36472,AT4G36360
contig36474,AT4G36360
contig36475,AT4G36360
contig36476,AT4G36360
contig36477,AT4G36360
contig36478,AT4G36360
contig36479,AT4G36360
contig36480,AT4G36360
contig36481,AT4G36360
contig36483,AT4G36360
contig36485,AT5G35670
contig36486,AT1G51600
contig36487,AT1G51600
contig36488,AT1G51600
contig36489,AT1G51600
contig36491,AT1G51600
contig36492,AT1G51600
contig36493,AT1G51600
contig36496,AT2G02390
contig36497,AT2G02390
contig3650,AT2G22125
contig36500,AT1G71750
contig36501,AT1G71750
contig36502,AT4G14960
contig36503,AT5G19780
contig36504,AT5G19780
contig36505,AT4G14960
contig36506,AT1G04820
contig36507,AT1G16080
contig36508,AT1G16080
contig36509,AT1G16080
contig3651,AT2G22125
contig36510,AT1G16080
contig36511,AT1G16080
contig3652,AT2G22125
contig36523,AT2G33640
contig36525,AT5G62670
contig36526,AT5G62670
contig36527,AT5G62670
contig36529,AT5G62670
contig3653,AT2G22125
contig36530,AT1G29040
contig36531,AT3G48195
contig36532,AT3G48195
contig36533,AT3G48195
contig36536,AT5G64580
contig3654,AT2G22125
contig36540,AT1G01320
contig36543,AT4G33650
contig36544,AT4G33650
contig36545,AT1G78920
contig36546,AT1G16780
contig36547,AT1G16780
contig36548,AT1G78920
contig36549,AT1G16780
contig3655,AT2G22125
contig36551,AT1G78920
contig36552,AT1G26230
contig36553,AT1G26230
contig36554,AT1G26230
contig36555,AT5G44210
contig3656,AT2G22125
contig36560,AT5G16550
contig36563,AT5G16550
contig36564,AT5G16550
contig36565,AT5G08570
contig36566,AT5G08570
contig36567,AT5G08570
contig36568,AT5G08570
contig36569,AT5G63680
contig3657,AT2G22125
contig36570,AT5G08570
contig36571,AT5G08570
contig36572,AT5G63680
contig36573,AT5G08570
contig36574,AT5G63680
contig36575,AT5G63680
contig36576,AT5G08570
contig36577,AT5G08570
contig36578,AT5G08570
contig36579,AT5G63680
contig3658,AT2G22125
contig36580,AT5G08570
contig36581,AT5G63680
contig36582,AT5G63680
contig36583,AT5G63680
contig36584,AT5G63680
contig36585,AT5G08570
contig36586,AT5G63680
contig36587,AT5G08570
contig36588,AT5G08570
contig36589,AT5G08570
contig3659,AT2G22125
contig36590,AT5G63680
contig36591,AT5G08570
contig36592,AT5G63680
contig36597,AT3G19740
contig36599,AT3G19740
contig3660,ATCG00030
contig36604,AT1G10290
contig36605,AT1G10290
contig36606,AT1G59610
contig36607,AT4G13720
contig36608,AT3G47530
contig36609,AT5G02230
contig36610,AT5G59480
contig36611,AT5G02230
contig36612,AT5G59480
contig36613,AT5G02230
contig36614,AT5G02230
contig36615,AT5G02230
contig36617,AT2G39720
contig36619,AT2G39720
contig36620,AT3G14130
contig36621,AT3G14130
contig36625,AT3G13065
contig36626,AT4G35985
contig36627,AT4G35985
contig36628,AT3G51250
contig36633,AT1G06570
contig36635,AT1G06570
contig36638,AT2G01080
contig36639,AT2G01080
contig36645,AT4G04800
contig36646,AT4G21860
contig36647,AT4G04830
contig36648,AT4G04830
contig36649,AT4G04830
contig3665,AT4G09640
contig36650,AT3G50110
contig36651,AT3G50110
contig36652,AT5G66530
contig36653,AT5G66530
contig36654,AT5G66530
contig36655,AT5G66530
contig36656,AT1G51140
contig36659,AT2G33770
contig36660,AT5G35360
contig36661,AT5G35360
contig36663,AT5G35360
contig36664,AT5G35360
contig36665,AT5G35360
contig36666,AT5G35360
contig36667,AT5G35360
contig36668,AT5G35360
contig36669,AT5G35360
contig3667,AT4G09630
contig36673,AT5G13000
contig36674,AT5G13000
contig36675,AT5G13000
contig36676,AT5G13000
contig36677,AT5G13000
contig36678,AT5G13000
contig36679,AT3G57480
contig3668,AT5G64600
contig36680,AT3G57480
contig36681,AT4G33420
contig36682,AT4G33420
contig36683,AT3G19270
contig36684,AT2G29090
contig36685,AT2G29090
contig36686,AT2G29090
contig36687,AT1G76450
contig36688,AT1G76450
contig36689,AT1G02410
contig3669,AT5G64600
contig36690,AT1G02410
contig36692,AT4G34160
contig36693,AT5G67260
contig36694,AT4G34160
contig36695,AT4G34160
contig36696,AT3G51870
contig36698,AT3G51870
contig36699,AT3G51870
contig3670,AT5G64600
contig36700,AT3G51870
contig36705,AT3G12140
contig36706,AT4G15930
contig36707,AT4G15930
contig36709,AT5G59010
contig3671,AT3G07990
contig36710,AT5G59010
contig36711,AT5G59010
contig36712,AT5G22070
contig36713,AT5G22070
contig36714,AT5G22070
contig36715,AT3G52060
contig36716,AT3G52060
contig36717,AT3G52060
contig36718,AT3G52060
contig36719,AT3G52060
contig3672,AT3G07990
contig36722,AT4G23230
contig36723,AT4G23310
contig36724,AT4G11530
contig36725,AT4G23230
contig36726,AT3G21865
contig36727,AT3G21865
contig36728,AT3G21865
contig36729,AT3G21865
contig3673,AT2G23390
contig36730,AT3G21865
contig36731,AT3G21865
contig36734,AT2G19080
contig36735,AT2G19080
contig36736,AT5G53970
contig36737,AT5G53970
contig36738,AT1G02065
contig36739,AT3G60030
contig3674,AT2G23390
contig36742,AT2G47070
contig36743,AT5G52570
contig36744,AT5G52570
contig36745,AT4G25700
contig36746,AT4G25700
contig36747,AT4G25700
contig36748,AT4G25700
contig36749,AT4G25700
contig3675,AT2G23390
contig36750,AT4G25700
contig36751,AT4G25700
contig36752,AT4G25700
contig36753,AT5G52570
contig36754,AT4G18550
contig36756,AT5G62930
contig36758,AT5G62930
contig3676,AT2G23390
contig3677,AT2G23390
contig36770,AT1G68750
contig36771,AT1G68750
contig36772,AT1G68750
contig36773,AT1G68750
contig36774,AT1G68750
contig36775,AT1G68750
contig36776,AT1G68750
contig36777,AT1G68750
contig36778,AT1G68750
contig36779,AT1G68750
contig3678,AT2G23390
contig36780,AT1G68750
contig36781,AT1G68750
contig36782,AT1G68750
contig36783,AT1G68750
contig36786,AT4G16765
contig36787,AT4G16765
contig36789,AT4G16770
contig36790,AT4G16765
contig36791,AT4G16765
contig36794,AT1G44446
contig36795,AT1G44446
contig36796,AT1G44446
contig36797,AT1G44446
contig36798,AT1G44446
contig36799,AT1G44446
contig3680,AT2G23390
contig36800,AT1G44446
contig36801,AT1G44446
contig36802,AT1G44446
contig36804,AT1G44446
contig36805,AT1G44446
contig36806,AT1G44446
contig36807,AT1G44446
contig36808,AT1G44446
contig36809,AT1G44446
contig36810,AT1G44446
contig36811,AT1G44446
contig36812,AT1G44446
contig36813,AT1G44446
contig36815,AT1G44446
contig36816,AT5G14970
contig36817,AT5G14970
contig36818,AT4G10320
contig36819,AT4G10320
contig3682,AT2G23390
contig36820,AT2G07733
contig36822,AT4G27700
contig36823,AT4G27700
contig36824,AT4G27700
contig36825,AT4G27700
contig36826,AT2G16800
contig36827,AT2G16800
contig3683,AT2G23390
contig36830,AT1G24360
contig36831,AT1G24360
contig36832,AT1G24360
contig36833,AT1G24360
contig36835,AT1G24360
contig36836,AT1G24360
contig36837,AT1G24360
contig36838,AT1G24360
contig36839,AT1G24360
contig3684,AT2G23390
contig36840,AT1G24360
contig36841,AT1G24360
contig36842,AT1G24360
contig36843,AT1G24360
contig36844,AT1G24360
contig36845,AT1G24360
contig36846,AT1G24360
contig36847,AT2G17930
contig36848,AT2G17930
contig36849,AT2G34640
contig3685,AT5G38460
contig36850,AT2G34640
contig36851,AT2G34640
contig36852,AT2G34640
contig36853,AT2G34640
contig36854,AT2G34640
contig36855,AT2G34640
contig36856,AT2G34640
contig36857,AT2G34640
contig36858,AT2G34640
contig36859,AT2G34640
contig3686,AT5G38460
contig36860,AT2G34640
contig36861,AT1G51965
contig36865,AT3G49750
contig36868,AT1G62780
contig36869,AT1G62780
contig3687,AT5G38460
contig36870,AT1G62780
contig36871,AT1G62780
contig36872,AT1G62780
contig36873,AT1G62780
contig36874,AT1G62780
contig36875,AT1G62780
contig36876,AT1G62780
contig36877,AT1G62780
contig36878,AT5G66290
contig36879,AT5G66290
contig3688,AT5G38460
contig36880,AT5G66290
contig36881,AT4G15770
contig36882,AT4G15770
contig36883,AT2G44160
contig36884,AT2G44160
contig36885,AT2G44160
contig36886,AT2G44160
contig36887,AT2G44160
contig36889,AT3G50685
contig3689,AT5G35530
contig36891,AT2G34680
contig36892,AT2G34680
contig36893,AT2G34680
contig36894,AT2G34680
contig36895,AT2G34680
contig36896,AT2G34680
contig36897,AT2G34680
contig36898,AT2G34680
contig36899,AT2G34680
contig369,AT5G08650
contig3690,AT2G31610
contig36900,AT2G34680
contig36901,AT2G34680
contig36902,AT1G68000
contig36904,AT1G68000
contig36905,AT1G68000
contig36906,AT1G60710
contig36907,AT1G60680
contig3691,AT2G31610
contig36913,AT1G22640
contig36915,AT1G22640
contig36916,AT2G20570
contig36917,AT5G44190
contig36918,AT2G20570
contig36919,AT5G44190
contig3692,AT2G31610
contig36920,AT2G20570
contig36921,AT2G20570
contig36922,AT2G20570
contig36923,AT2G20570
contig36924,AT2G20570
contig36925,AT1G62420
contig36926,AT1G62420
contig36927,AT1G62420
contig36928,AT1G02120
contig36929,AT1G02120
contig36930,AT1G02120
contig36931,AT1G02120
contig36932,AT1G02120
contig36933,AT1G02120
contig36934,AT1G02120
contig36935,AT1G02120
contig36936,AT1G02120
contig36939,AT2G25170
contig36940,AT2G25170
contig36943,AT4G34980
contig36944,AT4G34980
contig36945,AT3G17590
contig36946,AT3G17590
contig36947,AT3G17590
contig36948,AT3G17590
contig36949,AT3G17590
contig36950,AT3G17590
contig36951,AT3G17590
contig36952,AT3G17590
contig36953,AT3G17590
contig36954,AT3G17590
contig36955,AT3G17590
contig36956,AT3G17590
contig36965,AT3G47860
contig36966,AT3G47860
contig36967,AT1G77130
contig36968,AT1G77131
contig36969,AT4G04860
contig3697,AT4G26370
contig36970,AT4G04860
contig36971,AT4G04860
contig36972,AT3G54440
contig36975,AT3G54440
contig36976,AT3G54440
contig36978,AT3G54440
contig36979,AT3G54440
contig3698,AT4G26370
contig36986,AT3G54440
contig36988,AT3G54440
contig36989,AT3G54440
contig3699,AT4G26370
contig36992,AT3G54440
contig36999,AT5G57110
contig370,AT5G08650
contig3700,AT4G26370
contig37000,AT5G57110
contig37001,AT3G21180
contig37002,AT1G28200
contig37004,AT1G62750
contig37006,AT1G73660
contig37007,AT1G73660
contig37008,AT3G58610
contig37009,AT3G58610
contig3701,AT4G26370
contig37015,AT5G04410
contig37016,AT3G28345
contig37017,AT3G28415
contig37018,AT3G28415
contig3702,AT4G26370
contig37028,AT1G14345
contig37029,AT1G14345
contig3703,AT4G26370
contig37030,AT1G14345
contig37031,AT2G47115
contig37032,AT2G47115
contig37033,AT2G47115
contig37035,AT1G71350
contig37036,AT1G71350
contig37037,AT1G71350
contig37038,AT1G05640
contig3704,AT4G26370
contig37047,AT1G32540
contig37048,AT1G32540
contig37049,AT1G32540
contig3705,AT4G26370
contig37050,AT1G32540
contig37051,AT1G32540
contig37052,AT1G32540
contig37053,AT1G32540
contig37054,AT1G32540
contig37056,AT1G32540
contig37057,AT1G32540
contig37058,AT1G32540
contig37059,AT1G32540
contig3706,AT4G26370
contig37060,AT1G32540
contig37063,AT1G27150
contig37065,AT1G27150
contig37067,AT2G31260
contig37068,AT2G31260
contig37069,AT2G31260
contig37070,AT1G80300
contig37071,AT1G80300
contig37072,AT1G80300
contig37073,AT1G80300
contig37075,AT1G15500
contig37076,AT1G80300
contig37077,AT4G30790
contig37078,AT4G30790
contig37079,AT4G30790
contig3708,AT5G35753
